st_fips,cnty_fips,cjars_table,start_month1,end_month1,snapshot_begin1,src_primary1,src_secondary1,src_local1,src_state1,start_month2,end_month2,snapshot_begin2,src_primary2,src_secondary2,src_local2,src_state2,start_month3,end_month3,snapshot_begin3,src_primary3,src_secondary3,src_local3,src_state3,start_month4,end_month4,snapshot_begin4,src_primary4,src_secondary4,src_local4,src_state4,start_month5,end_month5,snapshot_begin5,src_primary5,src_secondary5,src_local5,src_state5,start_month6,end_month6,snapshot_begin6,src_primary6,src_secondary6,src_local6,src_state6,start_month7,end_month7,snapshot_begin7,src_primary7,src_secondary7,src_local7,src_state7,start_month8,end_month8,snapshot_begin8,src_primary8,src_secondary8,src_local8,src_state8,start_month9,end_month9,snapshot_begin9,src_primary9,src_secondary9,src_local9,src_state9,start_month10,end_month10,snapshot_begin10,src_primary10,src_secondary10,src_local10,src_state10,start_month11,end_month11,snapshot_begin11,src_primary11,src_secondary11,src_local11,src_state11,start_month12,end_month12,snapshot_begin12,src_primary12,src_secondary12,src_local12,src_state12,start_month13,end_month13,snapshot_begin13,src_primary13,src_secondary13,src_local13,src_state13,start_month14,end_month14,snapshot_begin14,src_primary14,src_secondary14,src_local14,src_state14,start_month15,end_month15,snapshot_begin15,src_primary15,src_secondary15,src_local15,src_state15

